id,label,text,source,char_count,word_count,avg_word_len,digit_count,uppercase_ratio,exclamation_count,has_exclamation,question_count,contains_no,first_second_pronoun_count,log_length,has_url,has_phone,has_money,urgent_terms,action_terms,credential_terms,request_terms,social_engineering_terms,khmer_chars,khmer_credential_terms,khmer_request_terms,khmer_social_engineering_terms,credential_request,scam_word_hits,safe_word_hits,scam_word_density,safe_word_density
scam_03240,scam,URGENT: Unusual login detected. Reset your password now via secure-login-web.com. (Ref: #1372),provided,94,15,4.866666666666666,4,0.13043478260869565,0,0,0,0,1,4.543294782270004,1,0,0,2,3,3,0,0,0,0,0,0,0,6,0,0.4,0.0
scam_03241,scam,រង្វាន់ធំ! លេខកូដ OTP របស់អ្នកបានប្តូរ សូមចុចទីនេះដើម្បីប្តូរពាក្យសម្ងាត់គណនីរបស់អ្នកឡើងវិញ នៅទីនេះ bit.ly/kh-reward [កូដ: 6494],provided,128,99,1.1414141414141414,4,0.0410958904109589,1,1,0,0,0,4.852030263919617,1,0,0,0,0,1,0,1,93,5,1,2,1,95,93,0.9595959595959596,0.9393939393939394
scam_03242,scam,ប្រកាសអាសន្ន! អ្នកបានឈ្នះទឹកប្រាក់ $5000 ឥតគិតថ្លៃ ចុចលើលីង្គនេះដើម្បីដកលុយភ្លាមៗ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 8568],provided,127,108,1.0648148148148149,8,0.0,2,1,0,0,0,4.844187086458591,0,0,1,0,0,0,0,0,106,1,3,2,1,105,104,0.9722222222222222,0.9629629629629629
scam_03243,scam,រង្វាន់ធំ! អ្នកបានឈ្នះទឹកប្រាក់ $5000 ឥតគិតថ្លៃ ចុចលើលីង្គនេះដើម្បីដកលុយភ្លាមៗ តាមរយៈលីង្គនេះ! [កូដ: 9295],provided,106,87,1.0804597701149425,8,0.0,2,1,0,0,0,4.663439094112067,0,0,1,0,0,0,0,0,85,1,1,3,1,83,82,0.9540229885057471,0.9425287356321839
scam_03244,scam,ប្រកាសអាសន្ន! អ្នកបានឈ្នះទឹកប្រាក់ $5000 ឥតគិតថ្លៃ ចុចលើលីង្គនេះដើម្បីដកលុយភ្លាមៗ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 7598],provided,127,108,1.0648148148148149,8,0.0,2,1,0,0,0,4.844187086458591,0,0,1,0,0,0,0,0,106,1,3,2,1,105,104,0.9722222222222222,0.9629629629629629
scam_03245,scam,NOTICE: Get 200% guaranteed crypto returns today at bit.ly/claim-now! (Ref: #6578),provided,82,14,4.428571428571429,7,0.14545454545454545,1,1,0,0,0,4.406719247264253,1,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0.2857142857142857,0.0
scam_03246,scam,NOTICE: Unusual login detected. Reset your password now at link-verify.net. (Ref: #4327),provided,88,14,4.857142857142857,4,0.140625,0,0,0,0,1,4.477336814478207,0,0,0,1,3,2,1,0,0,0,0,0,1,6,0,0.42857142857142855,0.0
scam_03247,scam,បន្ទាន់! ឱកាសរកចំណូលបន្ថែមងាយៗពីផ្ទះ បានលុយច្រើន ចុចបំពេញព័ត៌មាន នៅទីនេះ bit.ly/kh-reward [កូដ: 1829],provided,101,75,1.16,4,0.0,1,1,0,0,0,4.61512051684126,1,0,0,0,0,0,0,1,70,1,2,2,1,71,68,0.9466666666666667,0.9066666666666666
scam_03248,scam,ប្រកាសអាសន្ន! លេខកូដ OTP របស់អ្នកបានប្តូរ សូមចុចទីនេះដើម្បីប្តូរពាក្យសម្ងាត់គណនីរបស់អ្នកឡើងវិញ នៅទីនេះ bit.ly/kh-reward [កូដ: 3390],provided,131,102,1.1372549019607843,4,0.039473684210526314,1,1,0,0,0,4.875197323201151,1,0,0,0,0,1,0,1,96,5,1,1,1,98,96,0.9607843137254902,0.9411764705882353
scam_03249,scam,អបអរសាទរ! អ្នកបានឈ្នះទឹកប្រាក់ $5000 ឥតគិតថ្លៃ ចុចលើលីង្គនេះដើម្បីដកលុយភ្លាមៗ តាមរយៈលីង្គនេះ! [កូដ: 5382],provided,105,86,1.0813953488372092,8,0.0,2,1,0,0,0,4.653960350157523,0,0,1,0,0,0,0,0,84,1,1,2,1,82,81,0.9534883720930233,0.9418604651162791
scam_03250,scam,រង្វាន់ធំ! ប្រាក់កម្ចីរហ័សទាន់ចិត្ត អត្រាការប្រាក់ទាបបំផុត មិនបាច់មានទ្រព្យបញ្ចាំ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 4979],provided,127,113,1.0265486725663717,4,0.0,2,1,0,0,0,4.844187086458591,0,0,0,0,0,0,0,0,112,1,2,4,1,112,112,0.9911504424778761,0.9911504424778761
scam_03251,scam,បន្ទាន់! គណនីធនាគាររបស់អ្នកត្រូវបានចាក់សោ សូមផ្ទៀងផ្ទាត់ព័ត៌មានរបស់អ្នកជាបន្ទាន់ នៅទីនេះ bit.ly/kh-reward [កូដ: 7430],provided,117,92,1.1304347826086956,4,0.0,1,1,0,0,0,4.762173934797756,1,0,0,0,0,0,0,1,87,2,0,5,0,88,86,0.9565217391304348,0.9347826086956522
scam_03252,scam,CONGRATULATIONS: Your package delivery is pending. Update your shipping details at bit.ly/claim-now! (Ref: #8006),provided,113,17,5.294117647058823,4,0.20930232558139536,1,1,0,0,2,4.727387818712341,1,0,0,1,2,0,1,1,0,0,0,0,0,6,1,0.35294117647058826,0.058823529411764705
scam_03253,scam,រង្វាន់ធំ! អ្នកបានឈ្នះទឹកប្រាក់ $5000 ឥតគិតថ្លៃ ចុចលើលីង្គនេះដើម្បីដកលុយភ្លាមៗ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 8628],provided,124,105,1.0666666666666667,8,0.0,2,1,0,0,0,4.820281565605037,0,0,1,0,0,0,0,0,103,1,3,3,1,102,101,0.9714285714285714,0.9619047619047619
scam_03254,scam,អបអរសាទរ! គណនីធនាគាររបស់អ្នកត្រូវបានចាក់សោ សូមផ្ទៀងផ្ទាត់ព័ត៌មានរបស់អ្នកជាបន្ទាន់ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 5764],provided,127,114,1.0263157894736843,4,0.0,2,1,0,0,0,4.844187086458591,0,0,0,0,0,0,0,0,113,2,2,4,1,113,112,0.9912280701754386,0.9824561403508771
scam_03255,scam,អបអរសាទរ! ប្រាក់កម្ចីរហ័សទាន់ចិត្ត អត្រាការប្រាក់ទាបបំផុត មិនបាច់មានទ្រព្យបញ្ចាំ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 2751],provided,126,112,1.0267857142857142,4,0.0,2,1,0,0,0,4.836281906951478,0,0,0,0,0,0,0,0,111,1,2,3,1,111,111,0.9910714285714286,0.9910714285714286
scam_03256,scam,ប្រកាសអាសន្ន! គណនីធនាគាររបស់អ្នកត្រូវបានចាក់សោ សូមផ្ទៀងផ្ទាត់ព័ត៌មានរបស់អ្នកជាបន្ទាន់ នៅទីនេះ bit.ly/kh-reward [កូដ: 3840],provided,122,97,1.1237113402061856,4,0.0,1,1,0,0,0,4.804021044733257,1,0,0,0,0,0,0,1,92,2,0,4,0,93,91,0.9587628865979382,0.9381443298969072
scam_03257,scam,អបអរសាទរ! គណនីធនាគាររបស់អ្នកត្រូវបានចាក់សោ សូមផ្ទៀងផ្ទាត់ព័ត៌មានរបស់អ្នកជាបន្ទាន់ នៅទីនេះ bit.ly/kh-reward [កូដ: 9608],provided,118,93,1.1290322580645162,4,0.0,1,1,0,0,0,4.770684624465665,1,0,0,0,0,0,0,1,88,2,0,4,0,89,87,0.956989247311828,0.9354838709677419
scam_03258,scam,បន្ទាន់! លេខកូដ OTP របស់អ្នកបានប្តូរ សូមចុចទីនេះដើម្បីប្តូរពាក្យសម្ងាត់គណនីរបស់អ្នកឡើងវិញ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 6031],provided,135,118,1.0423728813559323,4,0.04,2,1,0,0,0,4.90527477843843,0,0,0,0,0,1,0,0,116,5,3,2,1,117,116,0.9915254237288136,0.9830508474576272
scam_03259,scam,អបអរសាទរ! ប្រាក់កម្ចីរហ័សទាន់ចិត្ត អត្រាការប្រាក់ទាបបំផុត មិនបាច់មានទ្រព្យបញ្ចាំ តាមរយៈលីង្គនេះ! [កូដ: 2209],provided,108,94,1.0319148936170213,4,0.0,2,1,0,0,0,4.68213122712422,0,0,0,0,0,0,0,0,93,1,0,3,0,92,92,0.9787234042553191,0.9787234042553191
scam_03260,scam,CONGRATULATIONS: Unusual login detected. Reset your password now at bit.ly/claim-now! (Ref: #4167),provided,98,15,5.133333333333334,4,0.2465753424657534,1,1,0,0,1,4.584967478670572,1,0,0,2,3,2,0,0,0,0,0,0,0,5,0,0.3333333333333333,0.0
scam_03261,scam,រង្វាន់ធំ! លេខកូដ OTP របស់អ្នកបានប្តូរ សូមចុចទីនេះដើម្បីប្តូរពាក្យសម្ងាត់គណនីរបស់អ្នកឡើងវិញ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 1854],provided,137,120,1.0416666666666667,4,0.039473684210526314,2,1,0,0,0,4.919980925828125,0,0,0,0,0,1,0,0,118,5,3,2,1,119,118,0.9916666666666667,0.9833333333333333
scam_03262,scam,CONGRATULATIONS: Unusual login detected. Reset your password now via secure-login-web.com. (Ref: #5551),provided,103,15,5.466666666666667,4,0.23076923076923078,0,0,0,0,1,4.634728988229636,1,0,0,1,3,3,0,0,0,0,0,0,0,6,0,0.4,0.0
scam_03263,scam,ប្រកាសអាសន្ន! គណនីធនាគាររបស់អ្នកត្រូវបានចាក់សោ សូមផ្ទៀងផ្ទាត់ព័ត៌មានរបស់អ្នកជាបន្ទាន់ តាមរយៈលីង្គនេះ! [កូដ: 6436],provided,113,100,1.03,4,0.0,2,1,0,0,0,4.727387818712341,0,0,0,0,0,0,0,0,99,2,0,4,0,98,97,0.98,0.97
scam_03264,scam,Winner: Unusual login detected. Reset your password now at link-verify.net. (Ref: #4848),provided,88,14,4.857142857142857,4,0.0625,0,0,0,0,1,4.477336814478207,0,0,0,1,3,2,1,0,0,0,0,0,1,6,0,0.42857142857142855,0.0
scam_03265,scam,អបអរសាទរ! ឱកាសរកចំណូលបន្ថែមងាយៗពីផ្ទះ បានលុយច្រើន ចុចបំពេញព័ត៌មាន ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 8114],provided,111,97,1.0309278350515463,4,0.0,2,1,0,0,0,4.709530201312334,0,0,0,0,0,0,0,0,96,1,4,1,1,96,94,0.9896907216494846,0.9690721649484536
scam_03266,scam,បន្ទាន់! ឱកាសរកចំណូលបន្ថែមងាយៗពីផ្ទះ បានលុយច្រើន ចុចបំពេញព័ត៌មាន ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 9196],provided,110,96,1.03125,4,0.0,2,1,0,0,0,4.700480365792417,0,0,0,0,0,0,0,0,95,1,4,2,1,95,93,0.9895833333333334,0.96875
scam_03267,scam,URGENT: Your package delivery is pending. Update your shipping details at bit.ly/claim-now! (Ref: #4667),provided,104,17,4.764705882352941,4,0.11688311688311688,1,1,0,0,2,4.6443908991413725,1,0,0,2,2,0,1,1,0,0,0,0,0,6,1,0.35294117647058826,0.058823529411764705
scam_03268,scam,ALERT: Click here to claim your $1000 prize at bit.ly/claim-now! (Ref: #9072),provided,77,15,3.8,8,0.14583333333333334,1,1,0,0,1,4.343805421853684,1,0,1,1,3,0,0,1,0,0,0,0,0,6,0,0.4,0.0
scam_03269,scam,Winner: Your bank account has been suspended. Verify immediately at link-verify.net. (Ref: #4088),provided,97,15,5.066666666666666,4,0.05555555555555555,0,0,0,0,1,4.574710978503383,0,0,0,2,2,0,2,2,0,0,0,0,0,7,0,0.4666666666666667,0.0
scam_03270,scam,NOTICE: Unusual login detected. Reset your password now via secure-login-web.com. (Ref: #3256),provided,94,15,4.866666666666666,4,0.13043478260869565,0,0,0,0,1,4.543294782270004,1,0,0,1,3,3,0,0,0,0,0,0,0,6,0,0.4,0.0
scam_03271,scam,ALERT: Get 200% guaranteed crypto returns today via secure-login-web.com. (Ref: #3528),provided,86,14,4.714285714285714,7,0.11864406779661017,0,0,0,0,0,4.454347296253507,1,0,0,1,1,1,0,0,0,0,0,0,0,5,0,0.35714285714285715,0.0
scam_03272,scam,Winner: Your bank account has been suspended. Verify immediately at bit.ly/claim-now! (Ref: #7070),provided,98,16,4.75,4,0.05555555555555555,1,1,0,0,1,4.584967478670572,1,0,0,3,2,0,1,2,0,0,0,0,0,6,0,0.375,0.0
scam_03273,scam,បន្ទាន់! គណនីធនាគាររបស់អ្នកត្រូវបានចាក់សោ សូមផ្ទៀងផ្ទាត់ព័ត៌មានរបស់អ្នកជាបន្ទាន់ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 8413],provided,126,113,1.0265486725663717,4,0.0,2,1,0,0,0,4.836281906951478,0,0,0,0,0,0,0,0,112,2,2,5,1,112,111,0.9911504424778761,0.9823008849557522
scam_03274,scam,CONGRATULATIONS: Unusual login detected. Reset your password now via secure-login-web.com. (Ref: #5851),provided,103,15,5.466666666666667,4,0.23076923076923078,0,0,0,0,1,4.634728988229636,1,0,0,1,3,3,0,0,0,0,0,0,0,6,0,0.4,0.0
scam_03275,scam,បន្ទាន់! ប្រាក់កម្ចីរហ័សទាន់ចិត្ត អត្រាការប្រាក់ទាបបំផុត មិនបាច់មានទ្រព្យបញ្ចាំ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 3159],provided,125,111,1.027027027027027,4,0.0,2,1,0,0,0,4.8283137373023015,0,0,0,0,0,0,0,0,110,1,2,4,1,110,110,0.990990990990991,0.990990990990991
scam_03276,scam,បន្ទាន់! អ្នកបានឈ្នះទឹកប្រាក់ $5000 ឥតគិតថ្លៃ ចុចលើលីង្គនេះដើម្បីដកលុយភ្លាមៗ តាមរយៈលីង្គនេះ! [កូដ: 6238],provided,104,85,1.0823529411764705,8,0.0,2,1,0,0,0,4.6443908991413725,0,0,1,0,0,0,0,0,83,1,1,3,1,81,80,0.9529411764705882,0.9411764705882353
scam_03277,scam,ប្រកាសអាសន្ន! អ្នកបានឈ្នះទឹកប្រាក់ $5000 ឥតគិតថ្លៃ ចុចលើលីង្គនេះដើម្បីដកលុយភ្លាមៗ តាមរយៈលីង្គនេះ! [កូដ: 8586],provided,109,90,1.0777777777777777,8,0.0,2,1,0,0,0,4.6913478822291435,0,0,1,0,0,0,0,0,88,1,1,2,1,86,85,0.9555555555555556,0.9444444444444444
scam_03278,scam,ប្រកាសអាសន្ន! ប្រាក់កម្ចីរហ័សទាន់ចិត្ត អត្រាការប្រាក់ទាបបំផុត មិនបាច់មានទ្រព្យបញ្ចាំ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 9176],provided,130,116,1.0258620689655173,4,0.0,2,1,0,0,0,4.867534450455582,0,0,0,0,0,0,0,0,115,1,2,3,1,115,115,0.9913793103448276,0.9913793103448276
scam_03279,scam,អបអរសាទរ! លេខកូដ OTP របស់អ្នកបានប្តូរ សូមចុចទីនេះដើម្បីប្តូរពាក្យសម្ងាត់គណនីរបស់អ្នកឡើងវិញ នៅទីនេះ bit.ly/kh-reward [កូដ: 5199],provided,127,98,1.1428571428571428,4,0.04,1,1,0,0,0,4.844187086458591,1,0,0,0,0,1,0,1,92,5,1,1,1,94,92,0.9591836734693877,0.9387755102040817
scam_03280,scam,បន្ទាន់! គណនីធនាគាររបស់អ្នកត្រូវបានចាក់សោ សូមផ្ទៀងផ្ទាត់ព័ត៌មានរបស់អ្នកជាបន្ទាន់ តាមរយៈលីង្គនេះ! [កូដ: 6415],provided,108,95,1.0315789473684212,4,0.0,2,1,0,0,0,4.68213122712422,0,0,0,0,0,0,0,0,94,2,0,5,0,93,92,0.9789473684210527,0.968421052631579
scam_03281,scam,ប្រកាសអាសន្ន! លេខកូដ OTP របស់អ្នកបានប្តូរ សូមចុចទីនេះដើម្បីប្តូរពាក្យសម្ងាត់គណនីរបស់អ្នកឡើងវិញ តាមរយៈលីង្គនេះ! [កូដ: 1269],provided,122,105,1.0476190476190477,4,0.04411764705882353,2,1,0,0,0,4.804021044733257,0,0,0,0,0,1,0,0,103,5,1,1,1,103,102,0.9809523809523809,0.9714285714285714
scam_03282,scam,ប្រកាសអាសន្ន! ឱកាសរកចំណូលបន្ថែមងាយៗពីផ្ទះ បានលុយច្រើន ចុចបំពេញព័ត៌មាន នៅទីនេះ bit.ly/kh-reward [កូដ: 9442],provided,106,80,1.15,4,0.0,1,1,0,0,0,4.663439094112067,1,0,0,0,0,0,0,1,75,1,2,1,1,76,73,0.95,0.9125
scam_03283,scam,បន្ទាន់! អ្នកបានឈ្នះទឹកប្រាក់ $5000 ឥតគិតថ្លៃ ចុចលើលីង្គនេះដើម្បីដកលុយភ្លាមៗ តាមរយៈលីង្គនេះ! [កូដ: 8900],provided,104,85,1.0823529411764705,8,0.0,2,1,0,0,0,4.6443908991413725,0,0,1,0,0,0,0,0,83,1,1,3,1,81,80,0.9529411764705882,0.9411764705882353
scam_03284,scam,CONGRATULATIONS: Your package delivery is pending. Update your shipping details at bit.ly/claim-now! (Ref: #8889),provided,113,17,5.294117647058823,4,0.20930232558139536,1,1,0,0,2,4.727387818712341,1,0,0,1,2,0,1,1,0,0,0,0,0,6,1,0.35294117647058826,0.058823529411764705
scam_03285,scam,CONGRATULATIONS: Your bank account has been suspended. Verify immediately via secure-login-web.com. (Ref: #1908),provided,112,16,5.625,4,0.20930232558139536,0,0,0,0,1,4.718498871295094,1,0,0,2,2,1,1,2,0,0,0,0,1,7,0,0.4375,0.0
scam_03286,scam,ALERT: Unusual login detected. Reset your password now via secure-login-web.com. (Ref: #3940),provided,93,15,4.8,4,0.11764705882352941,0,0,0,0,1,4.532599493153256,1,0,0,1,3,3,0,0,0,0,0,0,0,6,0,0.4,0.0
scam_03287,scam,NOTICE: Your bank account has been suspended. Verify immediately via secure-login-web.com. (Ref: #6932),provided,103,16,5.0625,4,0.11688311688311688,0,0,0,0,1,4.634728988229636,1,0,0,2,2,1,1,2,0,0,0,0,1,7,0,0.4375,0.0
scam_03288,scam,Winner: Click here to claim your $1000 prize via secure-login-web.com. (Ref: #7722),provided,83,15,4.2,8,0.05555555555555555,0,0,0,0,1,4.418840607796598,1,0,1,0,3,1,0,1,0,0,0,0,0,7,0,0.4666666666666667,0.0
scam_03289,scam,ប្រកាសអាសន្ន! ឱកាសរកចំណូលបន្ថែមងាយៗពីផ្ទះ បានលុយច្រើន ចុចបំពេញព័ត៌មាន តាមរយៈលីង្គនេះ! [កូដ: 6340],provided,97,83,1.036144578313253,4,0.0,2,1,0,0,0,4.574710978503383,0,0,0,0,0,0,0,0,82,1,2,1,1,81,79,0.9759036144578314,0.9518072289156626
scam_03290,scam,NOTICE: Click here to claim your $1000 prize at bit.ly/claim-now! (Ref: #2491),provided,78,15,3.8666666666666667,8,0.16326530612244897,1,1,0,0,1,4.356708826689592,1,0,1,1,3,0,0,1,0,0,0,0,0,6,0,0.4,0.0
scam_03291,scam,អបអរសាទរ! គណនីធនាគាររបស់អ្នកត្រូវបានចាក់សោ សូមផ្ទៀងផ្ទាត់ព័ត៌មានរបស់អ្នកជាបន្ទាន់ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 4715],provided,127,114,1.0263157894736843,4,0.0,2,1,0,0,0,4.844187086458591,0,0,0,0,0,0,0,0,113,2,2,4,1,113,112,0.9912280701754386,0.9824561403508771
scam_03292,scam,រង្វាន់ធំ! ឱកាសរកចំណូលបន្ថែមងាយៗពីផ្ទះ បានលុយច្រើន ចុចបំពេញព័ត៌មាន តាមរយៈលីង្គនេះ! [កូដ: 1829],provided,94,80,1.0375,4,0.0,2,1,0,0,0,4.543294782270004,0,0,0,0,0,0,0,0,79,1,2,2,1,78,76,0.975,0.95
scam_03293,scam,Winner: Get 200% guaranteed crypto returns today at link-verify.net. (Ref: #9536),provided,81,13,4.769230769230769,7,0.05454545454545454,0,0,0,0,0,4.394449154672439,0,0,0,1,1,0,1,0,0,0,0,0,0,5,0,0.38461538461538464,0.0
scam_03294,scam,បន្ទាន់! លេខកូដ OTP របស់អ្នកបានប្តូរ សូមចុចទីនេះដើម្បីប្តូរពាក្យសម្ងាត់គណនីរបស់អ្នកឡើងវិញ តាមរយៈលីង្គនេះ! [កូដ: 1258],provided,117,100,1.05,4,0.046875,2,1,0,0,0,4.762173934797756,0,0,0,0,0,1,0,0,98,5,1,2,1,98,97,0.98,0.97
scam_03295,scam,ប្រកាសអាសន្ន! ប្រាក់កម្ចីរហ័សទាន់ចិត្ត អត្រាការប្រាក់ទាបបំផុត មិនបាច់មានទ្រព្យបញ្ចាំ តាមរយៈលីង្គនេះ! [កូដ: 3347],provided,112,98,1.030612244897959,4,0.0,2,1,0,0,0,4.718498871295094,0,0,0,0,0,0,0,0,97,1,0,3,0,96,96,0.9795918367346939,0.9795918367346939
scam_03296,scam,បន្ទាន់! អ្នកបានឈ្នះទឹកប្រាក់ $5000 ឥតគិតថ្លៃ ចុចលើលីង្គនេះដើម្បីដកលុយភ្លាមៗ តាមរយៈលីង្គនេះ! [កូដ: 2623],provided,104,85,1.0823529411764705,8,0.0,2,1,0,0,0,4.6443908991413725,0,0,1,0,0,0,0,0,83,1,1,3,1,81,80,0.9529411764705882,0.9411764705882353
scam_03297,scam,រង្វាន់ធំ! អ្នកបានឈ្នះទឹកប្រាក់ $5000 ឥតគិតថ្លៃ ចុចលើលីង្គនេះដើម្បីដកលុយភ្លាមៗ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 3030],provided,124,105,1.0666666666666667,8,0.0,2,1,0,0,0,4.820281565605037,0,0,1,0,0,0,0,0,103,1,3,3,1,102,101,0.9714285714285714,0.9619047619047619
scam_03298,scam,រង្វាន់ធំ! គណនីធនាគាររបស់អ្នកត្រូវបានចាក់សោ សូមផ្ទៀងផ្ទាត់ព័ត៌មានរបស់អ្នកជាបន្ទាន់ នៅទីនេះ bit.ly/kh-reward [កូដ: 2112],provided,119,94,1.127659574468085,4,0.0,1,1,0,0,0,4.77912349311153,1,0,0,0,0,0,0,1,89,2,0,5,0,90,88,0.9574468085106383,0.9361702127659575
scam_03299,scam,NOTICE: Unusual login detected. Reset your password now at bit.ly/claim-now! (Ref: #9416),provided,89,15,4.533333333333333,4,0.140625,1,1,0,0,1,4.48863636973214,1,0,0,2,3,2,0,0,0,0,0,0,0,5,0,0.3333333333333333,0.0
scam_03300,scam,NOTICE: Your bank account has been suspended. Verify immediately at bit.ly/claim-now! (Ref: #3668),provided,98,16,4.75,4,0.125,1,1,0,0,1,4.584967478670572,1,0,0,3,2,0,1,2,0,0,0,0,0,6,0,0.375,0.0
scam_03301,scam,URGENT: Your bank account has been suspended. Verify immediately at link-verify.net. (Ref: #2744),provided,97,15,5.066666666666666,4,0.125,0,0,0,0,1,4.574710978503383,0,0,0,3,2,0,2,2,0,0,0,0,0,7,0,0.4666666666666667,0.0
scam_03302,scam,NOTICE: Your bank account has been suspended. Verify immediately at link-verify.net. (Ref: #5288),provided,97,15,5.066666666666666,4,0.125,0,0,0,0,1,4.574710978503383,0,0,0,2,2,0,2,2,0,0,0,0,0,7,0,0.4666666666666667,0.0
scam_03303,scam,រង្វាន់ធំ! ឱកាសរកចំណូលបន្ថែមងាយៗពីផ្ទះ បានលុយច្រើន ចុចបំពេញព័ត៌មាន នៅទីនេះ bit.ly/kh-reward [កូដ: 3039],provided,103,77,1.155844155844156,4,0.0,1,1,0,0,0,4.634728988229636,1,0,0,0,0,0,0,1,72,1,2,2,1,73,70,0.948051948051948,0.9090909090909091
scam_03304,scam,Winner: Click here to claim your $1000 prize by clicking the link below! (Ref: #5896),provided,85,15,4.333333333333333,8,0.05357142857142857,1,1,0,0,1,4.442651256490317,0,0,1,0,2,0,0,1,0,0,0,0,0,6,0,0.4,0.0
scam_03305,scam,ប្រកាសអាសន្ន! ប្រាក់កម្ចីរហ័សទាន់ចិត្ត អត្រាការប្រាក់ទាបបំផុត មិនបាច់មានទ្រព្យបញ្ចាំ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 6415],provided,130,116,1.0258620689655173,4,0.0,2,1,0,0,0,4.867534450455582,0,0,0,0,0,0,0,0,115,1,2,3,1,115,115,0.9913793103448276,0.9913793103448276
scam_03306,scam,ប្រកាសអាសន្ន! គណនីធនាគាររបស់អ្នកត្រូវបានចាក់សោ សូមផ្ទៀងផ្ទាត់ព័ត៌មានរបស់អ្នកជាបន្ទាន់ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 5668],provided,131,118,1.0254237288135593,4,0.0,2,1,0,0,0,4.875197323201151,0,0,0,0,0,0,0,0,117,2,2,4,1,117,116,0.9915254237288136,0.9830508474576272
scam_03307,scam,NOTICE: Click here to claim your $1000 prize via secure-login-web.com. (Ref: #7745),provided,83,15,4.2,8,0.14814814814814814,0,0,0,0,1,4.418840607796598,1,0,1,0,3,1,0,1,0,0,0,0,0,7,0,0.4666666666666667,0.0
scam_03308,scam,ប្រកាសអាសន្ន! អ្នកបានឈ្នះទឹកប្រាក់ $5000 ឥតគិតថ្លៃ ចុចលើលីង្គនេះដើម្បីដកលុយភ្លាមៗ នៅទីនេះ bit.ly/kh-reward [កូដ: 6509],provided,118,87,1.1839080459770115,8,0.0,1,1,0,0,0,4.770684624465665,1,0,1,0,0,0,0,1,81,1,1,2,1,81,79,0.9310344827586207,0.9080459770114943
scam_03309,scam,Winner: Get 200% guaranteed crypto returns today at link-verify.net. (Ref: #2626),provided,81,13,4.769230769230769,7,0.05454545454545454,0,0,0,0,0,4.394449154672439,0,0,0,1,1,0,1,0,0,0,0,0,0,5,0,0.38461538461538464,0.0
scam_03310,scam,រង្វាន់ធំ! គណនីធនាគាររបស់អ្នកត្រូវបានចាក់សោ សូមផ្ទៀងផ្ទាត់ព័ត៌មានរបស់អ្នកជាបន្ទាន់ ចុចបំពេញទិន្នន័យផ្ទាល់ខ្លួនភ្លាម! [កូដ: 3409],provided,128,115,1.0260869565217392,4,0.0,2,1,0,0,0,4.852030263919617,0,0,0,0,0,0,0,0,114,2,2,5,1,114,113,0.991304347826087,0.9826086956521739
scam_03311,scam,ALERT: Unusual login detected. Reset your password now by clicking the link below! (Ref: #7326),provided,95,15,4.933333333333334,4,0.11428571428571428,1,1,0,0,1,4.553876891600541,0,0,0,1,2,2,0,0,0,0,0,0,0,5,0,0.3333333333333333,0.0
scam_03312,scam,បន្ទាន់! ប្រាក់កម្ចីរហ័សទាន់ចិត្ត អត្រាការប្រាក់ទាបបំផុត មិនបាច់មានទ្រព្យបញ្ចាំ នៅទីនេះ bit.ly/kh-reward [កូដ: 3017],provided,116,90,1.1333333333333333,4,0.0,1,1,0,0,0,4.7535901911063645,1,0,0,0,0,0,0,1,85,1,0,4,0,86,85,0.9555555555555556,0.9444444444444444
scam_03313,scam,URGENT: Click here to claim your $1000 prize via secure-login-web.com. (Ref: #4031),provided,83,15,4.2,8,0.14814814814814814,0,0,0,0,1,4.418840607796598,1,0,1,1,3,1,0,1,0,0,0,0,0,7,0,0.4666666666666667,0.0
