id,label,text,scam_type,language,source,collection_method
uci_sms_02343,safe,Tell dear what happen to you. Why you talking to me like an alian,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02344,scam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02347,safe,"Hi this is yijue, can i meet u at 11 tmr?",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02348,safe,Its posible dnt live in &lt;#&gt; century cm frwd n thnk different,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02349,safe,But i dint slept in afternoon.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02350,safe,That seems unnecessarily affectionate,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02351,safe,Yar else i'll thk of all sorts of funny things.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02353,scam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3",spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02354,safe,Thats cool. How was your day?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02355,scam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02356,safe,R we going with the &lt;#&gt; bus?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02357,safe,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02358,safe,No..he joined today itself.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02359,safe,Okay same with me. Well thanks for the clarification,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02360,safe,I'll talk to the others and probably just come early tomorrow then,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02361,scam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02362,safe,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02363,safe,Hi. I'm sorry i missed your call. Can you pls call back.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02365,scam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02366,safe,Ok then no need to tell me anything i am going to sleep good night,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02367,safe,Ok try to do week end course in coimbatore.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02368,scam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02369,safe,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02370,safe,If you r @ home then come down within 5 min,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02371,safe,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02372,safe,"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut?",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02373,safe,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02374,safe,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02375,scam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02376,safe,Dunno lei he neva say...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02377,safe,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02378,safe,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02379,scam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02380,safe,"Hi, Mobile no. &lt;#&gt; has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02381,safe,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt; charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02382,safe,"If i let you do this, i want you in the house by 8am.",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02383,safe,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02384,safe,I will reach before ten morning,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02385,safe,Your pussy is perfect!,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02387,scam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02388,safe,No message..no responce..what happend?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02389,safe,Also where's the piece,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02390,safe,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02391,safe,Boo. How's things? I'm back at home and a little bored already :-(,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02392,safe,First has she gained more than &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02393,safe,PICK UR FONE UP NOW U DUMB?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02394,safe,"Thanks da thangam, i feel very very happy dear. I also miss you da.",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02395,safe,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff.",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02396,safe,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02397,safe,"Babe, I'm back ... Come back to me ...",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02398,safe,Well you told others you'd marry them...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02399,safe,Neshanth..tel me who r u?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02400,safe,YO YO YO BYATCH WHASSUP?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02401,safe,Oh... Kay... On sat right?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02402,safe,Hi! This is Roger from CL. How are you?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02403,scam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02404,safe,Oh oh... Wasted... Den muz chiong on sat n sun liao...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02405,safe,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02406,safe,Please give it 2 or i will pick it up on Tuesday evening about 8 if that is ok.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02407,safe,I'm meeting Darren...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02408,safe,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02409,safe,"Solve d Case : A Man Was Found Murdered On &lt;DECIMAL&gt; . &lt;#&gt; AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02410,safe,Dear where you will be when i reach there,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02411,safe,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02412,safe,Ok... Thanx... Gd nite 2 ü too...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02413,safe,"Come to me right now, Ahmad",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02415,safe,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02416,safe,O was not into fps then.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02417,safe,Huh means computational science... Y they like dat one push here n there...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02418,safe,"Could you not read me, my Love ? I answered you",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02419,safe,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02420,safe,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02421,scam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02422,safe,Oic... Then better quickly go bathe n settle down...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02423,safe,Err... Cud do. I'm going to at 8pm. I haven't got a way to contact him until then.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02424,safe,A bloo bloo bloo I'll miss the first bowl,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02425,safe,Lmao but its so fun...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02426,safe,Oh k k:)but he is not a big hitter.anyway good,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02427,safe,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02428,scam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02429,safe,Do you think i can move &lt;#&gt; in a week,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02430,safe,She.s find. I sent you an offline message to know how anjola's now.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02431,scam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02432,safe,How was txting and driving,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02433,safe,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02434,safe,Really dun bluff me leh... U sleep early too. Nite...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02435,safe,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt; lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for &lt;#&gt; yrs. Can give &lt;#&gt; crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than &lt;#&gt; social projects. Every citizen can get monthly &lt;#&gt; /- for &lt;#&gt; yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.""",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02436,safe,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02437,safe,Oh ya ya. I remember da. .,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02438,safe,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02439,scam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02440,safe,I not busy juz dun wan 2 go so early.. Hee..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02441,safe,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02442,safe,"Great. I'm in church now, will holla when i get out",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02443,safe,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02444,safe,I donno if they are scorable,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02445,safe,&lt;#&gt; great loxahatchee xmas tree burning update: you can totally see stars here,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02446,safe,"Yes but i dont care! I need you bad, princess!",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02447,safe,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02449,safe,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02450,safe,Do u knw dis no. &lt;#&gt; ?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02451,safe,Then she dun believe wat?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02452,safe,K..give back my thanks.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02453,safe,I know complain num only..bettr directly go to bsnl offc nd apply for it..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02454,safe,Okay. I've seen it. So i should pick it on friday?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02455,safe,How much she payed. Suganya.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02456,safe,Left dessert. U wan me 2 go suntec look 4 u?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02457,safe,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02458,safe,Onum ela pa. Normal than.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02459,safe,K.k..how is your sister kids?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02460,safe,"Cool, I'll text you when I'm on the way",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02461,safe,Nope. Meanwhile she talk say make i greet you.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02462,safe,i cant talk to you now.i will call when i can.dont keep calling.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02463,safe,Anything lar...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02464,safe,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02465,safe,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02466,safe,They will pick up and drop in car.so no problem..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02467,safe,S.i think he is waste for rr..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02468,safe,He is world famamus....,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02469,safe,Is there coming friday is leave for pongal?do you get any news from your work place.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02470,safe,Lol well don't do it without me. We could have a big sale together.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02471,safe,* Am on my way,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02472,safe,Eat at old airport road... But now 630 oredi... Got a lot of pple...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02473,safe,"sry can't talk on phone, with parents",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02475,safe,Ok lor wat time ü finish?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02476,safe,"Princess, i like to make love &lt;#&gt; times per night. Hope thats not a problem!",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02477,safe,Mm i am on the way to railway,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02479,safe,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02480,safe,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02481,scam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02482,scam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02483,safe,K.:)do it at evening da:)urgent:),safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02484,safe,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02485,safe,Mm have some kanji dont eat anything heavy ok,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02486,safe,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02487,safe,Lol that's different. I don't go trying to find every real life photo you ever took.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02488,safe,I dont thnk its a wrong calling between us,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02489,safe,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02490,safe,Aiyah e rain like quite big leh. If drizzling i can at least run home.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02491,safe,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02492,safe,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02493,safe,"Greetings me, ! Consider yourself excused.",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02494,safe,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02495,safe,they released another Italian one today and it has a cosign option,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02496,safe,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02497,scam,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02498,safe,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto &lt;#&gt; .Call Ms.Suman &lt;#&gt; for Telephonic interview -via Indyarocks.com,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02499,safe,Dai what this da.. Can i send my resume to this id.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02500,safe,"I know where the &lt;#&gt; is, I'll be there around 5",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02501,safe,Yup i've finished c ü there...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02502,safe,Remember to ask alex about his pizza,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02503,safe,No da..today also i forgot..,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02504,safe,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02505,safe,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02506,safe,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02507,safe,Congrats kano..whr s the treat maga?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02508,safe,Who u talking about?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02509,safe,Yup...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02511,safe,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02512,safe,Yunny i'm walking in citylink now ü faster come down... Me very hungry...,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02513,safe,Er yep sure. Props?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02514,safe,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02515,scam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02516,safe,Ok ill send you with in &lt;DECIMAL&gt; ok.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02517,safe,Bognor it is! Should be splendid at this time of year.,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02518,safe,Yes.i'm in office da:),safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02521,safe,Ok. I only ask abt e movie. U wan ktv oso?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02522,safe,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02524,safe,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02526,scam,FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,spam_or_unspecified,en,UCI SMS Spam Collection,downloaded_public_dataset
uci_sms_02528,safe,Do u noe how 2 send files between 2 computers?,safe_personal,en,UCI SMS Spam Collection,downloaded_public_dataset
